C_SO2_1H,I_SO2_1H,C_NO2_1H,I_NO2_1H,C_PM10_1H,I_PM10_24H_MV,C_CO1_1H,I_CO1_1H,C_O3_1H,I_O3_1H,C_PM25_1H,I_PM25_24H_MV,AQI_,PRIMARY_POLLUTANTS__-,PRIMARY_POLLUTANTS__NO2,"PRIMARY_POLLUTANTS__NO2,PM10","PRIMARY_POLLUTANTS__NO2,PM2.5",PRIMARY_POLLUTANTS__O3-1小时,"PRIMARY_POLLUTANTS__O3-1小时,PM2.5",PRIMARY_POLLUTANTS__PM10,"PRIMARY_POLLUTANTS__PM10,O3-1小时","PRIMARY_POLLUTANTS__PM10,PM2.5",PRIMARY_POLLUTANTS__PM2.5,LEVEL__一级,LEVEL__三级,LEVEL__二级,LEVEL__五级,LEVEL__六级,LEVEL__四级,CATEGORY__严重污染,CATEGORY__中度污染,CATEGORY__优,CATEGORY__良,CATEGORY__轻度污染,CATEGORY__重度污染,COLOR__橙色,COLOR__紫色,COLOR__红色,COLOR__绿色,COLOR__褐红色,COLOR__黄色,STATE__正常,label
10.0,4.0,41.0,21.0,178.0,114.0,0.6920000000000001,7.0,,,60.0,82.0,114.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,114.0
10.0,4.0,44.0,22.0,173.0,112.0,0.64,7.0,118.0,37.0,52.0,72.0,112.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,112.0
9.0,3.0,53.0,27.0,96.0,73.0,0.552,6.0,120.0,38.0,25.0,36.0,73.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,73.0
9.0,3.0,60.0,30.0,114.0,82.0,0.581,6.0,116.0,37.0,29.0,42.0,82.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,82.0
9.0,3.0,72.0,36.0,118.0,84.0,0.636,7.0,97.0,31.0,31.0,45.0,84.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,84.0
8.0,3.0,81.0,41.0,119.0,85.0,0.669,7.0,81.0,26.0,31.0,45.0,85.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,85.0
9.0,3.0,88.0,44.0,125.0,88.0,0.787,8.0,44.0,14.0,34.0,49.0,88.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,88.0
11.0,4.0,95.0,48.0,181.0,116.0,0.968,10.0,25.0,8.0,64.0,87.0,116.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,116.0
13.0,5.0,99.0,50.0,180.0,115.0,0.973,10.0,13.0,5.0,72.0,97.0,115.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,115.0
15.0,5.0,103.0,52.0,178.0,114.0,1.035,11.0,9.0,3.0,73.0,98.0,114.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,114.0
17.0,6.0,102.0,51.0,176.0,113.0,1.025,11.0,10.0,4.0,78.0,104.0,113.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,113.0
16.0,6.0,99.0,50.0,167.0,109.0,1.0,10.0,10.0,4.0,79.0,105.0,109.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,109.0
15.0,5.0,94.0,47.0,163.0,107.0,0.965,10.0,10.0,4.0,84.0,112.0,112.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,112.0
16.0,6.0,91.0,46.0,155.0,103.0,0.928,10.0,10.0,4.0,80.0,107.0,107.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,107.0
15.0,5.0,88.0,44.0,131.0,91.0,0.865,9.0,14.0,5.0,68.0,92.0,92.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,92.0
14.0,5.0,88.0,44.0,131.0,91.0,0.8859999999999999,9.0,10.0,4.0,67.0,90.0,91.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,91.0
15.0,5.0,86.0,43.0,136.0,93.0,0.885,9.0,10.0,4.0,70.0,94.0,94.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,94.0
20.0,7.0,85.0,43.0,145.0,98.0,0.952,10.0,9.0,3.0,75.0,100.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,100.0
20.0,7.0,83.0,42.0,146.0,98.0,1.031,11.0,9.0,3.0,76.0,102.0,102.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,102.0
17.0,6.0,84.0,42.0,124.0,87.0,1.027,11.0,12.0,4.0,64.0,87.0,87.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,87.0
23.0,8.0,84.0,42.0,130.0,90.0,1.133,12.0,13.0,5.0,67.0,90.0,90.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,90.0
17.0,6.0,84.0,42.0,125.0,88.0,1.126,12.0,22.0,7.0,63.0,85.0,88.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,88.0
16.0,6.0,86.0,43.0,136.0,93.0,1.193,12.0,16.0,5.0,66.0,89.0,93.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,93.0
24.0,8.0,87.0,44.0,157.0,104.0,1.172,12.0,16.0,5.0,80.0,107.0,107.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,107.0
22.0,8.0,88.0,44.0,169.0,110.0,1.209,13.0,14.0,5.0,84.0,112.0,112.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,112.0
19.0,7.0,90.0,45.0,166.0,108.0,1.204,13.0,16.0,5.0,81.0,108.0,108.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,108.0
16.0,6.0,92.0,46.0,149.0,100.0,1.137,12.0,21.0,7.0,73.0,98.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,100.0
13.0,5.0,94.0,47.0,127.0,89.0,1.127,12.0,33.0,11.0,62.0,84.0,89.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,89.0
13.0,5.0,97.0,49.0,121.0,86.0,1.129,12.0,27.0,9.0,58.0,79.0,86.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,86.0
12.0,4.0,97.0,49.0,120.0,85.0,1.035,11.0,26.0,9.0,58.0,79.0,85.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,85.0
21.0,7.0,98.0,49.0,222.0,136.0,1.466,15.0,10.0,4.0,116.0,152.0,152.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,152.0
20.0,7.0,96.0,48.0,201.0,126.0,1.374,14.0,10.0,4.0,110.0,144.0,144.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,144.0
19.0,7.0,92.0,46.0,150.0,100.0,1.057,11.0,36.0,12.0,81.0,108.0,108.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,108.0
21.0,7.0,87.0,44.0,148.0,99.0,0.964,10.0,49.0,16.0,81.0,108.0,108.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,108.0
20.0,7.0,81.0,41.0,130.0,90.0,0.9,9.0,65.0,21.0,73.0,98.0,98.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,98.0
17.0,6.0,75.0,38.0,118.0,84.0,0.882,9.0,59.0,19.0,67.0,90.0,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,90.0
24.0,8.0,75.0,38.0,126.0,88.0,0.8490000000000001,9.0,39.0,13.0,74.0,99.0,99.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,99.0
20.0,7.0,72.0,36.0,122.0,86.0,0.8909999999999999,9.0,31.0,10.0,74.0,99.0,99.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,99.0
21.0,7.0,74.0,37.0,128.0,89.0,0.938,10.0,18.0,6.0,78.0,104.0,104.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,104.0
22.0,8.0,73.0,37.0,133.0,92.0,0.951,10.0,19.0,6.0,82.0,109.0,109.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,109.0
23.0,8.0,72.0,36.0,131.0,91.0,0.928,10.0,22.0,7.0,82.0,109.0,109.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,109.0
24.0,8.0,72.0,36.0,138.0,94.0,1.06,11.0,9.0,3.0,86.0,114.0,114.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,114.0
23.0,8.0,71.0,36.0,155.0,103.0,1.273,13.0,9.0,3.0,97.0,128.0,128.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,128.0
26.0,9.0,70.0,35.0,164.0,107.0,1.595,16.0,11.0,4.0,106.0,139.0,139.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,139.0
27.0,9.0,72.0,36.0,166.0,108.0,1.5659999999999998,16.0,14.0,5.0,106.0,139.0,139.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,139.0
25.0,9.0,79.0,40.0,154.0,102.0,1.19,12.0,49.0,16.0,95.0,125.0,125.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,125.0
19.0,7.0,88.0,44.0,121.0,86.0,0.899,9.0,107.0,34.0,69.0,93.0,93.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,93.0
15.0,5.0,96.0,48.0,108.0,79.0,0.845,9.0,130.0,41.0,60.0,82.0,82.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,82.0
14.0,5.0,94.0,47.0,109.0,80.0,0.812,9.0,143.0,45.0,61.0,83.0,83.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,83.0
12.0,4.0,85.0,43.0,119.0,85.0,0.882,9.0,136.0,43.0,67.0,90.0,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,90.0
14.0,5.0,78.0,39.0,121.0,86.0,0.833,9.0,151.0,48.0,68.0,92.0,92.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,92.0
12.0,4.0,73.0,37.0,126.0,88.0,0.872,9.0,148.0,47.0,71.0,95.0,95.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,95.0
12.0,4.0,74.0,37.0,126.0,88.0,0.893,9.0,142.0,45.0,72.0,97.0,97.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,97.0
9.0,3.0,74.0,37.0,128.0,89.0,0.929,10.0,123.0,39.0,73.0,98.0,98.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,98.0
11.0,4.0,83.0,42.0,166.0,108.0,1.281,13.0,51.0,16.0,94.0,124.0,124.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,124.0
13.0,5.0,99.0,50.0,173.0,112.0,1.324,14.0,41.0,13.0,96.0,127.0,127.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,127.0
13.0,5.0,102.0,51.0,174.0,112.0,1.177,12.0,70.0,22.0,99.0,130.0,130.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,130.0
13.0,5.0,95.0,48.0,178.0,114.0,1.14,12.0,87.0,28.0,108.0,142.0,142.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,142.0
10.0,4.0,84.0,42.0,160.0,105.0,1.136,12.0,80.0,25.0,111.0,145.0,145.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,145.0
11.0,4.0,77.0,39.0,138.0,94.0,1.058,11.0,83.0,26.0,105.0,138.0,138.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,138.0
10.0,4.0,72.0,36.0,120.0,85.0,1.046,11.0,57.0,18.0,100.0,132.0,132.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,132.0
9.0,3.0,77.0,39.0,122.0,86.0,1.018,11.0,22.0,7.0,107.0,140.0,140.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,140.0
9.0,3.0,79.0,40.0,116.0,83.0,0.994,10.0,32.0,10.0,104.0,137.0,137.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,137.0
11.0,4.0,76.0,38.0,117.0,84.0,0.982,10.0,51.0,16.0,107.0,140.0,140.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,140.0
10.0,4.0,73.0,37.0,97.0,74.0,0.928,10.0,58.0,19.0,91.0,120.0,120.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,120.0
12.0,4.0,72.0,36.0,115.0,83.0,1.134,12.0,13.0,5.0,108.0,142.0,142.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,142.0
13.0,5.0,74.0,37.0,123.0,87.0,1.358,14.0,8.0,3.0,119.0,156.0,156.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,156.0
15.0,5.0,74.0,37.0,121.0,86.0,1.459,15.0,10.0,4.0,117.0,153.0,153.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,153.0
,,71.0,36.0,115.0,83.0,1.473,15.0,14.0,5.0,115.0,150.0,150.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,150.0
,,65.0,33.0,104.0,77.0,1.374,14.0,22.0,7.0,91.0,120.0,120.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,120.0
15.0,5.0,65.0,33.0,94.0,72.0,,,39.0,13.0,90.0,119.0,119.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,119.0
11.0,4.0,,,80.0,65.0,0.746,8.0,76.0,24.0,71.0,95.0,95.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,95.0
7.0,3.0,79.0,40.0,89.0,70.0,0.779,8.0,,,78.0,104.0,104.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,104.0
7.0,3.0,58.0,29.0,80.0,65.0,0.693,7.0,109.0,35.0,68.0,92.0,92.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,92.0
8.0,3.0,44.0,22.0,70.0,60.0,0.593,6.0,127.0,40.0,60.0,82.0,82.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,82.0
6.0,2.0,43.0,22.0,65.0,58.0,0.556,6.0,125.0,40.0,55.0,75.0,75.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,75.0
6.0,2.0,46.0,23.0,65.0,58.0,0.583,6.0,116.0,37.0,55.0,75.0,75.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,75.0
6.0,2.0,50.0,25.0,67.0,59.0,0.636,7.0,106.0,34.0,58.0,79.0,79.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,79.0
7.0,3.0,62.0,31.0,69.0,60.0,0.63,7.0,84.0,27.0,59.0,80.0,80.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,80.0
6.0,2.0,69.0,35.0,71.0,61.0,0.7290000000000001,8.0,65.0,21.0,60.0,82.0,82.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,82.0
8.0,3.0,89.0,45.0,78.0,64.0,0.763,8.0,35.0,11.0,66.0,89.0,89.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,89.0
8.0,3.0,97.0,49.0,84.0,67.0,0.8490000000000001,9.0,19.0,6.0,70.0,94.0,94.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,94.0
9.0,3.0,103.0,52.0,89.0,70.0,0.944,10.0,10.0,4.0,74.0,99.0,99.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,99.0
9.0,3.0,81.0,41.0,108.0,79.0,0.795,8.0,30.0,10.0,90.0,119.0,119.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,119.0
8.0,3.0,72.0,36.0,124.0,87.0,0.804,9.0,29.0,10.0,105.0,138.0,138.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,138.0
10.0,4.0,68.0,34.0,126.0,88.0,0.8170000000000001,9.0,22.0,7.0,106.0,139.0,139.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,139.0
10.0,4.0,59.0,30.0,110.0,80.0,0.777,8.0,30.0,10.0,91.0,120.0,120.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,120.0
10.0,4.0,52.0,26.0,101.0,76.0,0.755,8.0,34.0,11.0,82.0,109.0,109.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,109.0
10.0,4.0,50.0,25.0,87.0,69.0,0.6940000000000001,7.0,40.0,13.0,72.0,97.0,97.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,97.0
16.0,6.0,47.0,24.0,78.0,64.0,0.657,7.0,44.0,14.0,66.0,89.0,89.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,89.0
17.0,6.0,61.0,31.0,89.0,70.0,0.695,7.0,16.0,5.0,74.0,99.0,99.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,99.0
19.0,7.0,70.0,35.0,92.0,71.0,0.833,9.0,9.0,3.0,76.0,102.0,102.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,102.0
22.0,8.0,74.0,37.0,84.0,67.0,0.923,10.0,10.0,4.0,70.0,94.0,94.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,94.0
20.0,7.0,61.0,31.0,48.0,48.0,0.7090000000000001,8.0,47.0,15.0,39.0,55.0,55.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,55.0
14.0,5.0,38.0,19.0,34.0,34.0,0.579,6.0,88.0,28.0,28.0,40.0,40.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,40.0
12.0,4.0,33.0,17.0,34.0,34.0,0.525,6.0,107.0,34.0,27.0,39.0,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,39.0
11.0,4.0,26.0,13.0,29.0,29.0,0.483,5.0,129.0,41.0,22.0,32.0,41.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,41.0
11.0,4.0,27.0,14.0,29.0,29.0,0.459,5.0,130.0,41.0,22.0,32.0,41.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,41.0
12.0,4.0,28.0,14.0,30.0,30.0,0.477,5.0,128.0,40.0,24.0,35.0,40.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,40.0
10.0,4.0,37.0,19.0,32.0,32.0,0.522,6.0,111.0,35.0,26.0,38.0,38.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,38.0
11.0,4.0,41.0,21.0,34.0,34.0,0.578,6.0,103.0,33.0,27.0,39.0,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,39.0
11.0,4.0,62.0,31.0,37.0,37.0,0.718,8.0,72.0,23.0,30.0,43.0,43.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,43.0
12.0,4.0,94.0,47.0,50.0,50.0,0.967,10.0,26.0,9.0,40.0,57.0,57.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,57.0
12.0,4.0,101.0,51.0,61.0,56.0,1.038,11.0,12.0,4.0,48.0,67.0,67.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,67.0
11.0,4.0,90.0,45.0,61.0,56.0,0.942,10.0,17.0,6.0,50.0,69.0,69.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,69.0
11.0,4.0,86.0,43.0,55.0,53.0,0.843,9.0,25.0,8.0,45.0,63.0,63.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,63.0
12.0,4.0,58.0,29.0,55.0,53.0,0.727,8.0,54.0,17.0,45.0,63.0,63.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,63.0
11.0,4.0,55.0,28.0,53.0,52.0,0.655,7.0,63.0,20.0,43.0,60.0,60.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,60.0
11.0,4.0,63.0,32.0,53.0,52.0,0.654,7.0,45.0,15.0,44.0,62.0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,62.0
10.0,4.0,78.0,39.0,51.0,51.0,0.638,7.0,34.0,11.0,41.0,58.0,58.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,58.0
10.0,4.0,53.0,27.0,50.0,50.0,0.578,6.0,66.0,21.0,41.0,58.0,58.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,58.0
13.0,5.0,75.0,38.0,54.0,52.0,0.6459999999999999,7.0,25.0,8.0,45.0,63.0,63.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,63.0
13.0,5.0,55.0,28.0,57.0,54.0,0.611,7.0,43.0,14.0,46.0,64.0,64.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,64.0
15.0,5.0,61.0,31.0,55.0,53.0,0.613,7.0,34.0,11.0,45.0,63.0,63.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,63.0
16.0,6.0,68.0,34.0,57.0,54.0,0.685,7.0,24.0,8.0,47.0,65.0,65.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,65.0
17.0,6.0,79.0,40.0,60.0,55.0,0.885,9.0,10.0,4.0,50.0,69.0,69.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,69.0
17.0,6.0,76.0,38.0,68.0,59.0,0.929,10.0,14.0,5.0,57.0,78.0,78.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,78.0
